CV_Sentences;Sentences_CV_clean;CV_Number;Sentence_line;Nb_tokens;%texte_lu;%texte_lu_fin_ligne;Is_alpha;Grammar;Tokenization;Verb_count;Propn_count;Noun_count;Num_count;Pourcentage_verb_sentence;Pourcentage_propn_sentence;Pourcentage_noun_sentence;Pourcentage_num_sentence;Label
axée sur les résultats avec plus de 10 ans d'expérience grâce à des solutions marketing efficaces pour stimuler la croissance des ventes et renforcer l'équité de la marque auprès des clients.;axée sur les résultats avec plus de 10 ans d'expérience grâce à des solutions marketing efficaces pour stimuler la croissance des ventes et renforcer l'équité de la marque auprès des clients.;CV_3;15;34;19.37;80.63;[True, True, True, True, True, True, True, False, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, False];['VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'ADV', 'ADP', 'NUM', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADJ', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADV', 'ADP', 'NOUN', 'PUNCT'];axée sur les résultats avec plus de 10 ans d'expérience grâce à des solutions marketing efficaces pour stimuler la croissance des ventes et renforcer l'équité de la marque auprès des clients.;3;0;10;1;0.08823529411764706;0.0;0.29411764705882354;0.029411764705882353;0
Planification et supervision de la stratégie marketing globale sur diverses plateformes.;Planification et supervision de la stratégie marketing globale sur diverses plateformes.;CV_3;16;12;23.17;76.83;[True, True, True, True, True, True, True, True, True, True, True, False];['NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PROPN', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'PUNCT'];Planification et supervision de la stratégie marketing globale sur diverses plateformes.;0;1;4;0;0.0;0.08333333333333333;0.3333333333333333;0.0;0
Spécialiste en mise en cuvre et gestion de projet;Spécialiste en mise en cuvre et gestion de projet;CV_3;17;9;26.03;73.97;[True, True, True, True, True, True, True, True, True];['NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN'];Spécialiste en mise en cuvre et gestion de projet;0;0;5;0;0.0;0.0;0.5555555555555556;0.0;0
Formation;Formation;CV_3;18;1;26.35;73.65;[True];['NOUN'];Formation;0;0;1;0;0.0;0.0;1.0;0.0;0
Scolaire;Scolaire;CV_3;19;1;26.67;73.33;[True];['ADJ'];Scolaire;0;0;0;0;0.0;0.0;0.0;0.0;0
Expérience Professionnelle Directrice du marketing Agence Stratégie Numérique de mai 2018 à aujourd'hui Supervision des stratégies de marketing numérique et gestion des opérations quotidiennes de l'agence Université ParisDauphine;Expérience Professionnelle Directrice du marketing Agence Stratégie Numérique de mai 2018 à aujourd'hui Supervision des stratégies de marketing numérique et gestion des opérations quotidiennes de l'agence Université ParisDauphine;CV_3;20;29;35.87;64.13;[True, True, True, True, True, True, True, True, True, True, False, True, False, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True];['NOUN', 'ADJ', 'NOUN', 'ADP', 'X', 'NOUN', 'NOUN', 'PROPN', 'ADP', 'NOUN', 'NUM', 'ADP', 'ADV', 'NOUN', 'ADP', 'NOUN', 'ADP', 'SPACE', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'NOUN', 'SPACE'];Expérience Professionnelle Directrice du marketing Agence Stratégie Numérique de mai 2018 à aujourd'hui Supervision des stratégies de marketing numérique et gestion des opérations quotidiennes de l'agence Université ParisDauphine;0;1;12;1;0.0;0.034482758620689655;0.41379310344827586;0.034482758620689655;0
Paris;Paris;CV_3;21;1;36.19;63.81;[True];['PROPN'];Paris;0;1;0;0;0.0;1.0;0.0;0.0;0
Master en communication marketing intégrée;Master en communication marketing intégrée;CV_3;22;5;37.78;62.22;[True, True, True, True, True];['NOUN', 'ADP', 'NOUN', 'PROPN', 'VERB'];Master en communication marketing intégrée;1;1;2;0;0.2;0.2;0.4;0.0;0
2021 Major de promotion Prix du meilleur mémoire de master Université d'Angers Angers;2021 Major de promotion Prix du meilleur mémoire de master Université d'Angers Angers;CV_3;23;14;42.22;57.78;[False, True, True, True, True, True, True, True, True, True, True, False, True, True];['NUM', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'PROPN'];2021 Major de promotion Prix du meilleur mémoire de master Université d'Angers Angers;0;2;6;1;0.0;0.14285714285714285;0.42857142857142855;0.07142857142857142;0
Licence de gestion marketing 2014;Licence de gestion marketing 2014;CV_3;24;5;43.81;56.19;[True, True, True, True, False];['NOUN', 'ADP', 'NOUN', 'PROPN', 'NOUN'];Licence de gestion marketing 2014;0;1;3;0;0.0;0.2;0.6;0.0;0
Major de promotion;Major de promotion;CV_3;25;3;44.76;55.24;[True, True, True];['NOUN', 'ADP', 'NOUN'];Major de promotion;0;0;2;0;0.0;0.0;0.6666666666666666;0.0;0
Tableau d'honneur Directrice des réseaux sociaux Cosmétiques;Tableau d'honneur Directrice des réseaux sociaux Cosmétiques;CV_3;26;8;47.3;52.7;[True, False, True, True, True, True, True, True];['NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADJ'];Tableau d'honneur Directrice des réseaux sociaux Cosmétiques;0;0;4;0;0.0;0.0;0.5;0.0;0
Mine éclatante de décembre 2016;Mine éclatante de décembre 2016;CV_3;27;5;48.89;51.11;[True, True, True, True, False];['NOUN', 'ADJ', 'ADP', 'NOUN', 'NUM'];Mine éclatante de décembre 2016;0;0;2;1;0.0;0.0;0.4;0.2;0
à mai 2018;à mai 2018;CV_3;28;3;49.84;50.16;[True, True, False];['ADP', 'NOUN', 'NUM'];à mai 2018;0;0;1;1;0.0;0.0;0.3333333333333333;0.3333333333333333;0
Collecte et analyse de données pour les produits.;Collecte et analyse de données pour les produits.;CV_3;29;9;52.7;47.3;[True, True, True, True, True, True, True, True, False];['NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT'];Collecte et analyse de données pour les produits.;0;0;4;0;0.0;0.0;0.4444444444444444;0.0;0
Gestion des comptes officiels pour l'entreprise sur les réseaux sociaux.;Gestion des comptes officiels pour l'entreprise sur les réseaux sociaux.;CV_3;30;12;56.51;43.49;[True, True, True, True, True, False, True, True, True, True, True, False];['NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT'];Gestion des comptes officiels pour l'entreprise sur les réseaux sociaux.;0;0;4;0;0.0;0.0;0.3333333333333333;0.0;0
Responsable de l'équipe de marketing numérique Stylos, Papier et Cie.;Responsable de l'équipe de marketing numérique Stylos, Papier et Cie.;CV_3;31;13;60.63;39.37;[True, True, False, True, True, True, True, True, False, True, True, True, False];['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'SPACE', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT'];Responsable de l'équipe de marketing numérique Stylos, Papier et Cie.;0;0;6;0;0.0;0.0;0.46153846153846156;0.0;0
de juillet 2014 à novembre 2016 Planification et mise en œuvre de stratégies de marketing numérique qui ont augmenté le trafic organique du site de 150 %.;de juillet 2014 à novembre 2016 Planification et mise en œuvre de stratégies de marketing numérique qui ont augmenté le trafic organique du site de 150 %.;CV_3;32;28;69.52;30.48;[True, True, False, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False];['ADP', 'NOUN', 'NUM', 'ADP', 'NOUN', 'NUM', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'SPACE', 'NOUN', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NUM', 'NOUN', 'PUNCT'];de juillet 2014 à novembre 2016 Planification et mise en œuvre de stratégies de marketing numérique qui ont augmenté le trafic organique du site de 150 %.;2;0;9;3;0.07142857142857142;0.0;0.32142857142857145;0.10714285714285714;0
Compétences et savoir-faire Bénévolat et homologation Directrice du marketing numérique • Marketing sur les réseaux sociaux •;Compétences et savoir-faire Bénévolat et homologation Directrice du marketing numérique • Marketing sur les réseaux sociaux •;CV_3;33;19;75.56;24.44;[True, True, True, False, True, True, True, True, True, True, True, True, False, True, True, True, True, True, False];['NOUN', 'CCONJ', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'SPACE', 'NOUN', 'ADJ', 'PROPN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP'];Compétences et savoir-faire Bénévolat et homologation Directrice du marketing numérique • Marketing sur les réseaux sociaux •;1;1;8;0;0.05263157894736842;0.05263157894736842;0.42105263157894735;0.0;0
Compétences en communication interpersonnelle;Compétences en communication interpersonnelle;CV_3;34;4;76.83;23.17;[True, True, True, True];['NOUN', 'ADP', 'NOUN', 'ADJ'];Compétences en communication interpersonnelle;0;0;2;0;0.0;0.0;0.5;0.0;0
• Parle couramment l'arabe et bonne connaissance de l'anglais Fondation pour les enfants de Condorcet de janvier 2016 à août 2019;• Parle couramment l'arabe et bonne connaissance de l'anglais Fondation pour les enfants de Condorcet de janvier 2016 à août 2019;CV_3;35;23;84.13;15.87;[False, True, True, False, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, False, True, True, False];['ADJ', 'NOUN', 'ADV', 'DET', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'ADP', 'NOUN', 'NUM', 'ADP', 'NOUN', 'NUM'];• Parle couramment l'arabe et bonne connaissance de l'anglais Fondation pour les enfants de Condorcet de janvier 2016 à août 2019;0;1;7;2;0.0;0.043478260869565216;0.30434782608695654;0.08695652173913043;0
Participation bénévole à la gestion des comptes sur les réseaux sociaux et réalisation Conduite de ses efforts de marketing numérique.;Participation bénévole à la gestion des comptes sur les réseaux sociaux et réalisation Conduite de ses efforts de marketing numérique.;CV_3;36;21;90.79;9.21;[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False];['NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'SPACE', 'NOUN', 'PUNCT'];Participation bénévole à la gestion des comptes sur les réseaux sociaux et réalisation Conduite de ses efforts de marketing numérique.;0;0;9;0;0.0;0.0;0.42857142857142855;0.0;0
BTS de contenu et de marketing par e-mail;BTS de contenu et de marketing par e-mail;CV_3;37;8;93.33;6.67;[True, True, True, True, True, True, True, False];['NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'PROPN', 'ADP', 'NOUN'];BTS de contenu et de marketing par e-mail;0;1;3;0;0.0;0.125;0.375;0.0;0
École de marketing de Condorcet mars 2015;École de marketing de Condorcet mars 2015;CV_3;38;7;95.56;4.44;[True, True, True, True, True, True, False];['NOUN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'NOUN', 'NUM'];École de marketing de Condorcet mars 2015;0;2;2;1;0.0;0.2857142857142857;0.2857142857142857;0.14285714285714285;0
Programme en ligne pour renforcer mes compétences en création de contenu et marketing.;Programme en ligne pour renforcer mes compétences en création de contenu et marketing.;CV_3;39;14;100.0;0.0;[True, True, True, True, True, True, True, True, True, True, True, True, True, False];['NOUN', 'ADP', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'PROPN', 'PUNCT'];Programme en ligne pour renforcer mes compétences en création de contenu et marketing.;1;1;5;0;0.07142857142857142;0.07142857142857142;0.35714285714285715;0.0;0
Carine Maurice  ;Carine Maurice  ;CV_4;0;3;1.03;98.97;[True, True, False];['PROPN', 'PROPN', 'SPACE'];Carine Maurice  ;0;2;0;0;0.0;0.6666666666666666;0.0;0.0;1
Ingénieure logiciel avec 10 ans d'expérience en applications professionnelles.;Ingénieure logiciel avec 10 ans d'expérience en applications professionnelles.;CV_4;1;11;4.79;95.21;[True, True, True, False, True, False, True, True, True, True, False];['ADJ', 'NOUN', 'ADP', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT'];Ingénieure logiciel avec 10 ans d'expérience en applications professionnelles.;0;0;4;1;0.0;0.0;0.36363636363636365;0.09090909090909091;0
Soucieuse de rejoindre l'entreprise Tech et Cie, pour construire des solutions prêtes à l'emploi pour ses clients régionaux.;Soucieuse de rejoindre l'entreprise Tech et Cie, pour construire des solutions prêtes à l'emploi pour ses clients régionaux.;CV_4;2;22;12.33;87.67;[True, True, True, False, True, True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, False];['ADJ', 'ADP', 'VERB', 'DET', 'NOUN', 'PROPN', 'CCONJ', 'NOUN', 'PUNCT', 'ADP', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT'];Soucieuse de rejoindre l'entreprise Tech et Cie, pour construire des solutions prêtes à l'emploi pour ses clients régionaux.;2;1;5;0;0.09090909090909091;0.045454545454545456;0.22727272727272727;0.0;0
Qualifiée en élaboration de plans d'action gestion de projets et guide d'utilisation.;Qualifiée en élaboration de plans d'action gestion de projets et guide d'utilisation.;CV_4;3;15;17.47;82.53;[True, True, True, True, True, False, True, True, True, True, True, True, False, True, False];['VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];Qualifiée en élaboration de plans d'action gestion de projets et guide d'utilisation.;1;0;7;0;0.06666666666666667;0.0;0.4666666666666667;0.0;0
EXPÉRIENCE PROFESSIONNELLE 22, rue du Faubourg Saint Honoré 75008 Paris, 01 40 45 65 89 bonjour@canvasupersite.fr www.canvasupersite.fr;EXPÉRIENCE PROFESSIONNELLE 22, rue du Faubourg Saint Honoré 75008 Paris, 01 40 45 65 89 bonjour@canvasupersite.fr www.canvasupersite.fr;CV_4;4;19;23.97;76.03;[True, True, False, False, True, True, True, True, True, False, True, False, False, False, False, False, False, False, False];['NOUN', 'PROPN', 'NUM', 'PUNCT', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'NUM', 'PROPN', 'PUNCT', 'NOUN', 'DET', 'DET', 'DET', 'NOUN', 'NOUN', 'PROPN'];EXPÉRIENCE PROFESSIONNELLE 22, rue du Faubourg Saint Honoré 75008 Paris, 01 40 45 65 89 bonjour@canvasupersite.fr www.canvasupersite.fr;0;6;5;2;0.0;0.3157894736842105;0.2631578947368421;0.10526315789473684;0
@canvasupersite.fr;@canvasupersite.fr;CV_4;5;1;24.32;75.68;[False];['PROPN'];@canvasupersite.fr;0;1;0;0;0.0;1.0;0.0;0.0;0
Ingénieure logiciel expérimentée Agence de développement de logiciels Numérix d'août 2017 à aujourd'hui Supervise le développement des applications.;Ingénieure logiciel expérimentée Agence de développement de logiciels Numérix d'août 2017 à aujourd'hui Supervise le développement des applications.;CV_4;6;20;31.16;68.84;[True, True, True, True, True, True, True, True, True, False, True, False, True, False, True, True, True, True, True, False];['ADJ', 'NOUN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'ADP', 'NOUN', 'NUM', 'ADP', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];Ingénieure logiciel expérimentée Agence de développement de logiciels Numérix d'août 2017 à aujourd'hui Supervise le développement des applications.;2;1;7;1;0.1;0.05;0.35;0.05;0
Recherche et développement de nouvelles façons d'améliorer le processus de développement.;Recherche et développement de nouvelles façons d'améliorer le processus de développement.;CV_4;7;13;35.62;64.38;[True, True, True, True, True, True, False, True, True, True, True, True, False];['NOUN', 'CCONJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];Recherche et développement de nouvelles façons d'améliorer le processus de développement.;1;0;5;0;0.07692307692307693;0.0;0.38461538461538464;0.0;0
Formation des ingénieurs logiciel débutants.;Formation des ingénieurs logiciel débutants.;CV_4;8;6;37.67;62.33;[True, True, True, True, True, False];['NOUN', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'PUNCT'];Formation des ingénieurs logiciel débutants.;0;0;2;0;0.0;0.0;0.3333333333333333;0.0;0
Ingénieure logiciel débutante;Ingénieure logiciel débutante;CV_4;9;3;38.7;61.3;[True, True, True];['ADJ', 'NOUN', 'ADJ'];Ingénieure logiciel débutante;0;0;1;0;0.0;0.0;0.3333333333333333;0.0;0
Agence de développement de logiciels Numérix de juin 2011 à juin 2017 Développement, installation et configuration des applications internes et de nouvelles applications dans les environnements de test et de production.;Agence de développement de logiciels Numérix de juin 2011 à juin 2017 Développement, installation et configuration des applications internes et de nouvelles applications dans les environnements de test et de production.;CV_4;10;33;50.0;50.0;[True, True, True, True, True, True, True, True, False, True, True, False, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False];['NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'ADP', 'NOUN', 'NUM', 'ADP', 'NOUN', 'NUM', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'PUNCT'];Agence de développement de logiciels Numérix de juin 2011 à juin 2017 Développement, installation et configuration des applications internes et de nouvelles applications dans les environnements de test et de production.;0;1;13;2;0.0;0.030303030303030304;0.3939393939393939;0.06060606060606061;0
COMPÉTENCES;COMPÉTENCES;CV_4;11;1;50.34;49.66;[True];['NOUN'];COMPÉTENCES;0;0;1;0;0.0;0.0;1.0;0.0;0
• Java, HTML, CSS, jQuery, PHP, serveur SQL;• Java, HTML, CSS, jQuery, PHP, serveur SQL;CV_4;12;13;54.79;45.21;[False, True, False, True, False, True, False, True, False, True, False, True, True];['ADJ', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'ADV', 'PUNCT', 'ADV', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'NOUN'];• Java, HTML, CSS, jQuery, PHP, serveur SQL;0;0;4;0;0.0;0.0;0.3076923076923077;0.0;0
• Travail d'équipe, polyvalence et attention particulière aux détails • Développement de logiciels et de sites Stage en génie logiciel chez Solutions Bertrand de septembre 2010 à mars 2011 Achèvement d'un stage de six mois pour l'obtention du Master.;• Travail d'équipe, polyvalence et attention particulière aux détails • Développement de logiciels et de sites Stage en génie logiciel chez Solutions Bertrand de septembre 2010 à mars 2011 Achèvement d'un stage de six mois pour l'obtention du Master.;CV_4;13;44;69.86;30.14;[False, True, False, True, False, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, False, True, True, True, True, True, True, False, True, True, True, False];['ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PROPN', 'ADP', 'NOUN', 'NUM', 'ADP', 'NOUN', 'NUM', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NUM', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];• Travail d'équipe, polyvalence et attention particulière aux détails • Développement de logiciels et de sites Stage en génie logiciel chez Solutions Bertrand de septembre 2010 à mars 2011 Achèvement d'un stage de six mois pour l'obtention du Master.;0;1;18;3;0.0;0.022727272727272728;0.4090909090909091;0.06818181818181818;0
Développement d'un système d'informations pour les ressources humaines basé sur le cloud, consolidation des informations concernant les employés provenant de diverses bases de données et serveurs.;Développement d'un système d'informations pour les ressources humaines basé sur le cloud, consolidation des informations concernant les employés provenant de diverses bases de données et serveurs.;CV_4;14;30;80.14;19.86;[True, False, True, True, False, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False];['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT'];Développement d'un système d'informations pour les ressources humaines basé sur le cloud, consolidation des informations concernant les employés provenant de diverses bases de données et serveurs.;3;0;11;0;0.1;0.0;0.36666666666666664;0.0;0
LANGUES FORMATION SCOLAIRE • Français (langue maternelle);LANGUES FORMATION SCOLAIRE • Français langue maternelle;CV_4;15;9;83.22;16.78;[True, True, True, False, True, True, True];['ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'ADJ'];LANGUES FORMATION SCOLAIRE • Français langue maternelle;0;0;2;0;0.0;0.0;0.2222222222222222;0.0;0
• Anglais américain (niveau B2);• Anglais américain niveau B2;CV_4;16;7;85.62;14.38;[False, True, True, True, False];['ADJ', 'PROPN', 'ADJ', 'NOUN', 'ADJ'];• Anglais américain niveau B2;0;1;1;0;0.0;0.14285714285714285;0.14285714285714285;0.0;0
• Espagnol (niveau B1);• Espagnol niveau B1;CV_4;17;6;87.67;12.33;[False, True, True, False];['ADJ', 'PROPN', 'NOUN', 'NOUN'];• Espagnol niveau B1;0;1;2;0;0.0;0.16666666666666666;0.3333333333333333;0.0;0
Master en génie logiciel de l'université de Lille, Lille;Master en génie logiciel de l'université de Lille, Lille;CV_4;18;11;91.44;8.56;[True, True, True, True, True, False, True, True, True, False, True];['NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'PROPN'];Master en génie logiciel de l'université de Lille, Lille;0;2;3;0;0.0;0.18181818181818182;0.2727272727272727;0.0;0
| 2014;| 2014;CV_4;19;2;92.12;7.88;[False, False];['NOUN', 'NOUN'];| 2014;0;0;2;0;0.0;0.0;1.0;0.0;0
Chercheuse diplômée à l'Agence de développement de logiciels;Chercheuse diplômée à l'Agence de développement de logiciels;CV_4;20;9;95.21;4.79;[True, True, True, False, True, True, True, True, True];['NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN'];Chercheuse diplômée à l'Agence de développement de logiciels;0;0;4;0;0.0;0.0;0.4444444444444444;0.0;0
Numérix;Numérix;CV_4;21;1;95.55;4.45;[True];['PROPN'];Numérix;0;1;0;0;0.0;1.0;0.0;0.0;0
